,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora
379,0.96,0.0,0.0,None,2021-10-14 19:00:00
380,0.94,0.0,0.0,None,2021-10-14 20:00:00
381,0.61,0.0,0.0,None,2021-10-14 21:00:00
382,0.842,0.0,0.0,None,2021-10-14 22:00:00
383,0.496,0.0,0.0,None,2021-10-14 23:00:00
384,0.438,0.0,0.0,None,2021-10-15 00:00:00
385,0.323,0.0,0.0,None,2021-10-15 01:00:00
386,0.268,0.0,0.0,None,2021-10-15 02:00:00
387,0.268,0.0,0.0,None,2021-10-15 03:00:00
388,0.252,0.0,0.0,None,2021-10-15 04:00:00
389,0.252,0.0,0.0,None,2021-10-15 05:00:00
390,0.251,0.0,0.0,None,2021-10-15 06:00:00
391,0.272,0.0,0.001,None,2021-10-15 07:00:00
392,0.752,0.0,0.124,Low,2021-10-15 08:00:00
393,0.007,0.0,0.266,Medium,2021-10-15 09:00:00
394,0.0,0.0,0.258,High,2021-10-15 10:00:00
395,0.02,0.0,0.279,Very High,2021-10-15 11:00:00
396,0.022,0.0,0.351,Very High,2021-10-15 12:00:00
397,0.0,0.0,0.263,Very High,2021-10-15 13:00:00
398,0.014,0.0,0.362,High,2021-10-15 14:00:00
399,0.0,0.0,0.265,High,2021-10-15 15:00:00
400,0.002,0.0,0.259,High,2021-10-15 16:00:00
401,0.936,0.0,0.184,Low,2021-10-15 17:00:00
402,0.825,0.0,0.006,None,2021-10-15 18:00:00
403,0.413,0.0,0.0,None,2021-10-15 19:00:00
404,0.41,0.0,0.0,None,2021-10-15 20:00:00
405,0.41,0.0,0.0,None,2021-10-15 21:00:00
406,0.474,0.0,0.0,None,2021-10-15 22:00:00
407,0.444,0.0,0.0,None,2021-10-15 23:00:00
408,0.438,0.0,0.0,None,2021-10-16 00:00:00
409,0.334,0.0,0.0,None,2021-10-16 01:00:00
410,0.315,0.0,0.0,None,2021-10-16 02:00:00
411,0.253,0.0,0.0,None,2021-10-16 03:00:00
412,0.252,0.0,0.0,None,2021-10-16 04:00:00
413,0.251,0.0,0.0,None,2021-10-16 05:00:00
414,0.249,0.0,0.0,None,2021-10-16 06:00:00
415,0.258,0.0,0.0,None,2021-10-16 07:00:00
416,0.396,0.0,0.04,None,2021-10-16 08:00:00
417,0.125,0.0,0.174,None,2021-10-16 09:00:00
418,0.035,0.0,0.227,Low,2021-10-16 10:00:00
419,0.102,0.0,0.278,Low,2021-10-16 11:00:00
420,0.57,0.0,0.267,None,2021-10-16 12:00:00
421,0.564,0.0,0.319,Low,2021-10-16 13:00:00
422,0.074,0.0,0.332,Low,2021-10-16 14:00:00
423,0.163,0.0,0.236,None,2021-10-16 15:00:00
424,0.152,0.0,0.116,None,2021-10-16 16:00:00
425,0.222,0.0,0.027,None,2021-10-16 17:00:00
426,0.322,0.0,0.0,None,2021-10-16 18:00:00
427,0.432,0.0,0.0,None,2021-10-16 19:00:00
428,0.436,0.0,0.0,None,2021-10-16 20:00:00
429,0.254,0.0,0.0,None,2021-10-16 21:00:00
430,0.253,0.0,0.0,None,2021-10-16 22:00:00
431,0.253,0.0,0.0,None,2021-10-16 23:00:00
432,1.038,0.0,0.0,None,2021-10-17 00:00:00
433,0.48,0.0,0.0,None,2021-10-17 01:00:00
434,0.334,0.0,0.0,None,2021-10-17 02:00:00
435,0.335,0.0,0.0,None,2021-10-17 03:00:00
436,0.254,0.0,0.0,None,2021-10-17 04:00:00
437,0.268,0.0,0.0,None,2021-10-17 05:00:00
438,0.322,0.0,0.0,None,2021-10-17 06:00:00
439,0.299,0.0,0.0,None,2021-10-17 07:00:00
440,0.244,0.0,0.011,None,2021-10-17 08:00:00
441,0.201,0.0,0.075,None,2021-10-17 09:00:00
442,0.249,0.0,0.137,None,2021-10-17 10:00:00
443,0.155,0.0,0.225,Medium,2021-10-17 11:00:00
444,0.507,0.0,0.32,Low,2021-10-17 12:00:00
445,1.004,0.0,0.273,None,2021-10-17 13:00:00
446,0.115,0.0,0.178,None,2021-10-17 14:00:00
447,0.165,0.0,0.146,None,2021-10-17 15:00:00
448,0.433,0.0,0.094,None,2021-10-17 16:00:00
449,0.619,0.0,0.02,None,2021-10-17 17:00:00
450,0.666,0.0,0.0,None,2021-10-17 18:00:00
451,2.077,0.0,0.0,None,2021-10-17 19:00:00
452,0.904,0.0,0.0,None,2021-10-17 20:00:00
453,0.688,0.0,0.0,None,2021-10-17 21:00:00
454,0.543,0.0,0.0,None,2021-10-17 22:00:00
455,0.418,0.0,0.0,None,2021-10-17 23:00:00
456,0.53,0.0,0.0,None,2021-10-18 00:00:00
457,0.427,0.0,0.0,None,2021-10-18 01:00:00
458,0.323,0.0,0.0,None,2021-10-18 02:00:00
459,0.326,0.0,0.0,None,2021-10-18 03:00:00
460,0.274,0.0,0.0,None,2021-10-18 04:00:00
461,0.269,0.0,0.0,None,2021-10-18 05:00:00
462,0.267,0.0,0.0,None,2021-10-18 06:00:00
463,0.288,0.0,0.0,None,2021-10-18 07:00:00
464,0.421,0.0,0.076,None,2021-10-18 08:00:00
465,0.026,0.0,0.226,Low,2021-10-18 09:00:00
466,0.0,0.0,0.253,Medium,2021-10-18 10:00:00
467,0.0,0.0,0.254,High,2021-10-18 11:00:00
468,0.0,0.0,0.268,High,2021-10-18 12:00:00
469,0.0,0.0,0.278,High,2021-10-18 13:00:00
470,0.018,0.0,0.326,High,2021-10-18 14:00:00
471,0.027,0.0,0.371,Medium,2021-10-18 15:00:00
472,0.025,0.0,0.37,Medium,2021-10-18 16:00:00
473,0.149,0.0,0.191,None,2021-10-18 17:00:00
474,0.31,0.0,0.024,None,2021-10-18 18:00:00
475,1.087,0.0,0.0,None,2021-10-18 19:00:00
476,0.727,0.0,0.0,None,2021-10-18 20:00:00
477,0.6,0.0,0.0,None,2021-10-18 21:00:00
478,0.534,0.0,0.0,None,2021-10-18 22:00:00
479,0.637,0.0,0.0,None,2021-10-18 23:00:00
480,0.342,0.0,0.0,None,2021-10-19 00:00:00
481,0.317,0.0,0.0,None,2021-10-19 01:00:00
482,0.315,0.0,0.0,None,2021-10-19 02:00:00
483,0.263,0.0,0.0,None,2021-10-19 03:00:00
484,0.283,0.0,0.0,None,2021-10-19 04:00:00
485,0.275,0.0,0.0,None,2021-10-19 05:00:00
486,0.256,0.0,0.0,None,2021-10-19 06:00:00
487,0.273,0.0,0.0,None,2021-10-19 07:00:00
488,0.429,0.0,0.125,Low,2021-10-19 08:00:00
489,0.0,0.0,0.339,Medium,2021-10-19 09:00:00
490,0.0,0.0,0.341,High,2021-10-19 10:00:00
491,0.0,0.0,0.344,High,2021-10-19 11:00:00
492,0.0,0.0,0.351,Very High,2021-10-19 12:00:00
493,0.3,0.0,0.569,High,2021-10-19 13:00:00
494,0.012,0.0,0.433,High,2021-10-19 14:00:00
495,0.0,0.0,0.341,High,2021-10-19 15:00:00
496,0.026,0.0,0.342,Medium,2021-10-19 16:00:00
497,0.254,0.0,0.173,Low,2021-10-19 17:00:00
498,0.331,0.0,0.006,None,2021-10-19 18:00:00
499,0.439,0.0,0.0,None,2021-10-19 19:00:00
500,0.418,0.0,0.0,None,2021-10-19 20:00:00
501,0.376,0.0,0.0,None,2021-10-19 21:00:00
502,0.416,0.0,0.0,None,2021-10-19 22:00:00
503,0.378,0.0,0.0,None,2021-10-19 23:00:00
504,0.256,0.0,0.0,None,2021-10-20 00:00:00
505,0.28,0.0,0.0,None,2021-10-20 01:00:00
506,0.259,0.0,0.0,None,2021-10-20 02:00:00
507,0.255,0.0,0.0,None,2021-10-20 03:00:00
508,0.253,0.0,0.0,None,2021-10-20 04:00:00
509,0.252,0.0,0.0,None,2021-10-20 05:00:00
510,0.252,0.0,0.0,None,2021-10-20 06:00:00
511,0.627,0.0,0.0,None,2021-10-20 07:00:00
512,0.301,0.0,0.013,None,2021-10-20 08:00:00
513,0.208,0.0,0.057,None,2021-10-20 09:00:00
514,0.175,0.0,0.09,None,2021-10-20 10:00:00
515,0.154,0.0,0.111,None,2021-10-20 11:00:00
516,0.062,0.0,0.21,Medium,2021-10-20 12:00:00
517,0.019,0.0,0.256,High,2021-10-20 13:00:00
518,0.031,0.0,0.278,High,2021-10-20 14:00:00
519,0.026,0.0,0.273,High,2021-10-20 15:00:00
520,0.056,0.0,0.194,Low,2021-10-20 16:00:00
521,0.25,0.0,0.113,None,2021-10-20 17:00:00
522,0.348,0.0,0.011,None,2021-10-20 18:00:00
523,1.07,0.0,0.0,None,2021-10-20 19:00:00
524,0.767,0.0,0.0,None,2021-10-20 20:00:00
525,0.755,0.0,0.0,None,2021-10-20 21:00:00
526,0.666,0.0,0.0,None,2021-10-20 22:00:00
527,0.371,0.0,0.0,None,2021-10-20 23:00:00
528,0.372,0.0,0.0,None,2021-10-21 00:00:00
529,0.366,0.0,0.0,None,2021-10-21 01:00:00
530,0.349,0.0,0.0,None,2021-10-21 02:00:00
531,0.307,0.0,0.0,None,2021-10-21 03:00:00
532,0.315,0.0,0.0,None,2021-10-21 04:00:00
533,0.314,0.0,0.0,None,2021-10-21 05:00:00
534,0.302,0.0,0.0,None,2021-10-21 06:00:00
535,0.422,0.0,0.0,None,2021-10-21 07:00:00
536,0.336,0.0,0.136,None,2021-10-21 08:00:00
537,0.129,0.0,0.317,Medium,2021-10-21 09:00:00
538,0.003,0.0,0.395,Medium,2021-10-21 10:00:00
539,0.0,0.0,0.407,High,2021-10-21 11:00:00
540,0.024,0.0,0.401,High,2021-10-21 12:00:00
541,0.895,0.0,0.47,High,2021-10-21 13:00:00
542,0.04,0.0,0.285,High,2021-10-21 14:00:00
543,0.187,0.0,0.254,Medium,2021-10-21 15:00:00
544,0.166,0.0,0.15,Low,2021-10-21 16:00:00
545,0.198,0.0,0.15,None,2021-10-21 17:00:00
546,0.358,0.0,0.006,None,2021-10-21 18:00:00
547,0.873,0.0,0.0,None,2021-10-21 19:00:00
548,0.818,0.0,0.0,None,2021-10-21 20:00:00
549,0.506,0.0,0.0,None,2021-10-21 21:00:00
550,0.479,0.0,0.0,None,2021-10-21 22:00:00
551,0.366,0.0,0.0,None,2021-10-21 23:00:00
552,0.376,0.0,0.0,None,2021-10-22 00:00:00
553,0.376,0.0,0.0,None,2021-10-22 01:00:00
554,0.372,0.0,0.0,None,2021-10-22 02:00:00
555,0.353,0.0,0.0,None,2021-10-22 03:00:00
556,0.353,0.0,0.0,None,2021-10-22 04:00:00
557,0.265,0.0,0.0,None,2021-10-22 05:00:00
558,0.259,0.0,0.0,None,2021-10-22 06:00:00
559,0.337,0.0,0.0,None,2021-10-22 07:00:00
560,0.272,0.0,0.114,Low,2021-10-22 08:00:00
561,0.027,0.0,0.271,High,2021-10-22 09:00:00
562,0.0,0.0,0.326,High,2021-10-22 10:00:00
563,0.0,0.0,0.324,Very High,2021-10-22 11:00:00
564,0.0,0.0,0.409,Very High,2021-10-22 12:00:00
565,0.008,0.0,0.406,Very High,2021-10-22 13:00:00
566,0.017,0.0,0.468,High,2021-10-22 14:00:00
567,0.0,0.0,0.288,High,2021-10-22 15:00:00
568,0.0,0.0,0.257,Medium,2021-10-22 16:00:00
569,0.107,0.0,0.148,Low,2021-10-22 17:00:00
570,0.293,0.0,0.004,None,2021-10-22 18:00:00
571,0.342,0.0,0.0,None,2021-10-22 19:00:00
572,0.349,0.0,0.0,None,2021-10-22 20:00:00
573,0.34,0.0,0.0,None,2021-10-22 21:00:00
574,0.503,0.0,0.0,None,2021-10-22 22:00:00
575,0.636,0.0,0.0,None,2021-10-22 23:00:00
576,0.395,0.0,0.0,None,2021-10-23 00:00:00
577,0.382,0.0,0.0,None,2021-10-23 01:00:00
578,0.417,0.0,0.0,None,2021-10-23 02:00:00
579,0.445,0.0,0.0,None,2021-10-23 03:00:00
580,0.39,0.0,0.0,None,2021-10-23 04:00:00
581,0.38,0.0,0.0,None,2021-10-23 05:00:00
582,0.246,0.0,0.0,None,2021-10-23 06:00:00
583,0.249,0.0,0.0,None,2021-10-23 07:00:00
584,0.166,0.0,0.099,Low,2021-10-23 08:00:00
585,0.0,0.0,0.258,Medium,2021-10-23 09:00:00
586,0.447,0.0,0.467,Medium,2021-10-23 10:00:00
587,0.139,0.0,0.494,Medium,2021-10-23 11:00:00
588,0.328,0.0,0.654,High,2021-10-23 12:00:00
589,0.0,0.0,0.373,High,2021-10-23 13:00:00
590,0.303,0.0,0.462,Medium,2021-10-23 14:00:00
591,0.146,0.0,0.396,Medium,2021-10-23 15:00:00
592,0.179,0.0,0.231,Low,2021-10-23 16:00:00
593,0.351,0.0,0.117,None,2021-10-23 17:00:00
594,0.387,0.0,0.015,None,2021-10-23 18:00:00
595,0.402,0.0,0.0,None,2021-10-23 19:00:00
596,0.999,0.0,0.0,None,2021-10-23 20:00:00
597,0.597,0.0,0.0,None,2021-10-23 21:00:00
598,0.429,0.0,0.0,None,2021-10-23 22:00:00
599,0.563,0.0,0.0,None,2021-10-23 23:00:00
600,0.506,0.0,0.0,None,2021-10-24 00:00:00
601,0.478,0.0,0.0,None,2021-10-24 01:00:00
602,0.453,0.0,0.0,None,2021-10-24 02:00:00
603,0.295,0.0,0.0,None,2021-10-24 03:00:00
604,0.353,0.0,0.0,None,2021-10-24 04:00:00
605,0.302,0.0,0.0,None,2021-10-24 05:00:00
606,0.3,0.0,0.0,None,2021-10-24 06:00:00
607,0.307,0.0,0.0,None,2021-10-24 07:00:00
608,0.167,0.0,0.121,Low,2021-10-24 08:00:00
609,0.088,0.0,0.359,Medium,2021-10-24 09:00:00
610,0.0,0.0,0.334,High,2021-10-24 10:00:00
611,0.0,0.0,0.321,Very High,2021-10-24 11:00:00
612,0.0,0.0,0.546,High,2021-10-24 12:00:00
613,0.192,0.0,0.626,High,2021-10-24 13:00:00
614,0.546,0.0,0.482,Medium,2021-10-24 14:00:00
615,0.01,0.0,0.367,Medium,2021-10-24 15:00:00
616,0.321,0.0,0.154,None,2021-10-24 16:00:00
617,0.534,0.0,0.065,None,2021-10-24 17:00:00
618,0.431,0.0,0.0,None,2021-10-24 18:00:00
619,0.961,0.0,0.0,None,2021-10-24 19:00:00
620,0.964,0.0,0.0,None,2021-10-24 20:00:00
621,0.668,0.0,0.0,None,2021-10-24 21:00:00
622,1.028,0.0,0.0,None,2021-10-24 22:00:00
623,1.051,0.0,0.0,None,2021-10-24 23:00:00
624,0.468,0.0,0.0,None,2021-10-25 00:00:00
625,0.391,0.0,0.0,None,2021-10-25 01:00:00
626,0.32,0.0,0.0,None,2021-10-25 02:00:00
627,0.385,0.0,0.0,None,2021-10-25 03:00:00
628,0.269,0.0,0.0,None,2021-10-25 04:00:00
629,0.254,0.0,0.0,None,2021-10-25 05:00:00
630,0.264,0.0,0.0,None,2021-10-25 06:00:00
631,0.488,0.0,0.0,None,2021-10-25 07:00:00
632,0.389,0.0,0.106,Low,2021-10-25 08:00:00
633,0.079,0.0,0.195,Low,2021-10-25 09:00:00
634,0.0,0.0,0.256,Medium,2021-10-25 10:00:00
635,0.002,0.0,0.253,Medium,2021-10-25 11:00:00
636,0.0,0.0,0.257,High,2021-10-25 12:00:00
637,0.0,0.0,0.262,Very High,2021-10-25 13:00:00
638,0.0,0.0,0.258,Very High,2021-10-25 14:00:00
639,0.008,0.0,0.246,High,2021-10-25 15:00:00
640,0.061,0.0,0.259,Medium,2021-10-25 16:00:00
641,0.249,0.0,0.129,Low,2021-10-25 17:00:00
642,1.564,0.0,0.004,None,2021-10-25 18:00:00
643,1.952,0.0,0.0,None,2021-10-25 19:00:00
644,0.66,0.0,0.0,None,2021-10-25 20:00:00
645,0.524,0.0,0.0,None,2021-10-25 21:00:00
646,0.634,0.0,0.0,None,2021-10-25 22:00:00
647,0.613,0.0,0.0,None,2021-10-25 23:00:00
648,0.254,0.0,0.0,None,2021-10-26 00:00:00
649,0.267,0.0,0.0,None,2021-10-26 01:00:00
650,0.312,0.0,0.0,None,2021-10-26 02:00:00
651,0.248,0.0,0.0,None,2021-10-26 03:00:00
652,0.257,0.0,0.0,None,2021-10-26 04:00:00
653,0.255,0.0,0.0,None,2021-10-26 05:00:00
654,0.255,0.0,0.0,None,2021-10-26 06:00:00
655,0.363,0.0,0.0,None,2021-10-26 07:00:00
656,0.226,0.0,0.097,Low,2021-10-26 08:00:00
657,0.0,0.0,0.255,Medium,2021-10-26 09:00:00
658,0.0,0.0,0.253,High,2021-10-26 10:00:00
659,0.0,0.0,0.248,Very High,2021-10-26 11:00:00
660,0.027,0.0,0.337,Very High,2021-10-26 12:00:00
661,0.0,0.0,0.271,Very High,2021-10-26 13:00:00
662,0.0,0.0,0.335,High,2021-10-26 14:00:00
663,0.021,0.0,0.315,High,2021-10-26 15:00:00
664,0.0,0.0,0.258,Medium,2021-10-26 16:00:00
665,0.144,0.0,0.117,Low,2021-10-26 17:00:00
666,0.202,0.0,0.001,None,2021-10-26 18:00:00
667,0.251,0.0,0.0,None,2021-10-26 19:00:00
668,0.249,0.0,0.0,None,2021-10-26 20:00:00
669,0.379,0.0,0.0,None,2021-10-26 21:00:00
670,0.444,0.0,0.0,None,2021-10-26 22:00:00
671,0.527,0.0,0.0,None,2021-10-26 23:00:00
672,0.431,0.0,0.0,None,2021-10-27 00:00:00
673,0.304,0.0,0.0,None,2021-10-27 01:00:00
674,0.268,0.0,0.0,None,2021-10-27 02:00:00
675,0.262,0.0,0.0,None,2021-10-27 03:00:00
676,0.247,0.0,0.0,None,2021-10-27 04:00:00
677,0.246,0.0,0.0,None,2021-10-27 05:00:00
678,0.243,0.0,0.0,None,2021-10-27 06:00:00
679,0.36,0.0,0.0,None,2021-10-27 07:00:00
680,0.391,0.0,0.09,Low,2021-10-27 08:00:00
681,0.0,0.0,0.272,Medium,2021-10-27 09:00:00
682,0.0,0.0,0.275,High,2021-10-27 10:00:00
683,0.0,0.0,0.28,Very High,2021-10-27 11:00:00
684,0.015,0.0,0.311,Very High,2021-10-27 12:00:00
685,0.0,0.0,0.28,Very High,2021-10-27 13:00:00
686,0.0,0.0,0.324,High,2021-10-27 14:00:00
687,0.006,0.0,0.385,High,2021-10-27 15:00:00
688,0.117,0.0,0.312,Medium,2021-10-27 16:00:00
689,0.312,0.0,0.115,None,2021-10-27 17:00:00
690,0.345,0.0,0.004,None,2021-10-27 18:00:00
691,0.334,0.0,0.0,None,2021-10-27 19:00:00
692,0.399,0.0,0.0,None,2021-10-27 20:00:00
693,0.677,0.0,0.0,None,2021-10-27 21:00:00
694,0.528,0.0,0.0,None,2021-10-27 22:00:00
695,0.438,0.0,0.0,None,2021-10-27 23:00:00
696,0.252,0.0,0.0,None,2021-10-28 00:00:00
697,0.251,0.0,0.0,None,2021-10-28 01:00:00
698,0.251,0.0,0.0,None,2021-10-28 02:00:00
699,0.242,0.0,0.0,None,2021-10-28 03:00:00
700,0.242,0.0,0.0,None,2021-10-28 04:00:00
701,0.242,0.0,0.0,None,2021-10-28 05:00:00
702,0.328,0.0,0.0,None,2021-10-28 06:00:00
703,0.459,0.0,0.0,None,2021-10-28 07:00:00
704,0.271,0.0,0.097,Low,2021-10-28 08:00:00
705,0.032,0.0,0.222,Medium,2021-10-28 09:00:00
706,0.0,0.0,0.257,Medium,2021-10-28 10:00:00
707,0.0,0.0,0.252,High,2021-10-28 11:00:00
708,0.0,0.0,0.258,Very High,2021-10-28 12:00:00
709,0.0,0.0,0.252,High,2021-10-28 13:00:00
710,0.001,0.0,0.252,Medium,2021-10-28 14:00:00
711,0.259,0.0,0.204,Low,2021-10-28 15:00:00
712,0.205,0.0,0.117,None,2021-10-28 16:00:00
713,0.248,0.0,0.016,None,2021-10-28 17:00:00
714,0.571,0.0,0.0,None,2021-10-28 18:00:00
715,0.834,0.0,0.0,None,2021-10-28 19:00:00
716,0.803,0.0,0.0,None,2021-10-28 20:00:00
717,0.95,0.0,0.0,None,2021-10-28 21:00:00
718,0.616,0.0,0.0,None,2021-10-28 22:00:00
719,0.572,0.0,0.0,None,2021-10-28 23:00:00
720,0.603,0.0,0.0,None,2021-10-29 00:00:00
721,0.284,0.0,0.0,None,2021-10-29 01:00:00
722,0.251,0.0,0.0,None,2021-10-29 02:00:00
723,0.253,0.0,0.0,None,2021-10-29 03:00:00
724,0.249,0.0,0.0,None,2021-10-29 04:00:00
725,0.241,0.0,0.0,None,2021-10-29 05:00:00
726,0.242,0.0,0.0,None,2021-10-29 06:00:00
727,0.302,0.0,0.0,None,2021-10-29 07:00:00
728,0.554,0.0,0.011,None,2021-10-29 08:00:00
729,0.143,0.0,0.111,None,2021-10-29 09:00:00
730,0.19,0.0,0.14,Low,2021-10-29 10:00:00
731,0.203,0.0,0.179,Low,2021-10-29 11:00:00
732,0.112,0.0,0.2,Low,2021-10-29 12:00:00
733,0.041,0.0,0.212,Low,2021-10-29 13:00:00
734,0.118,0.0,0.132,None,2021-10-29 14:00:00
735,0.191,0.0,0.067,None,2021-10-29 15:00:00
736,0.232,0.0,0.027,None,2021-10-29 16:00:00
737,0.239,0.0,0.013,None,2021-10-29 17:00:00
738,0.546,0.0,0.0,None,2021-10-29 18:00:00
739,0.642,0.0,0.0,None,2021-10-29 19:00:00
740,0.387,0.0,0.0,None,2021-10-29 20:00:00
741,0.399,0.0,0.0,None,2021-10-29 21:00:00
742,0.476,0.0,0.0,None,2021-10-29 22:00:00
743,1.342,0.0,0.0,None,2021-10-29 23:00:00
744,0.528,0.0,0.0,None,2021-10-30 00:00:00
745,0.404,0.0,0.0,None,2021-10-30 01:00:00
746,0.308,0.0,0.0,None,2021-10-30 02:00:00
747,0.308,0.0,0.0,None,2021-10-30 03:00:00
748,0.395,0.0,0.0,None,2021-10-30 04:00:00
749,0.309,0.0,0.0,None,2021-10-30 05:00:00
750,0.307,0.0,0.0,None,2021-10-30 06:00:00
751,0.31,0.0,0.0,None,2021-10-30 07:00:00
752,0.276,0.0,0.014,None,2021-10-30 08:00:00
753,0.179,0.0,0.153,Low,2021-10-30 09:00:00
754,0.246,0.0,0.312,Medium,2021-10-30 10:00:00
755,0.847,0.0,0.432,Low,2021-10-30 11:00:00
756,1.089,0.0,0.305,Low,2021-10-30 12:00:00
757,1.024,0.0,0.372,Low,2021-10-30 13:00:00
